,Abbr,EPA/play,Success Rate (SR),Dropback EPA,Dropback SR,Rush EPA,Rush SR,week,year
1785,BAL,0.087,44.1%,0.18899999999999997,48.8%,-0.08800000000000001,36.0%,3,2018
1786,LV,0.084,54.1%,0.23399999999999999,54.5%,-0.13699999999999998,53.3%,3,2018
1787,HOU,0.065,47.6%,0.21899999999999997,53.1%,-0.474,28.6%,3,2018
1788,CIN,0.057,48.4%,0.087,49.0%,-0.038,46.7%,3,2018
1789,SEA,0.037000000000000005,33.8%,0.354,44.8%,-0.19899999999999998,25.6%,3,2018
1790,DET,0.031,45.8%,0.133,48.7%,-0.08900000000000001,42.4%,3,2018
1791,BUF,0.013999999999999999,37.3%,0.39399999999999996,54.8%,-0.314,22.2%,3,2018
1792,PHI,-0.011000000000000001,50.0%,-0.005,51.0%,-0.018000000000000002,48.5%,3,2018
1793,TB,-0.037000000000000005,37.5%,0.033,44.1%,-0.35100000000000003,7.7%,3,2018
1794,CHI,-0.053,43.2%,-0.07,46.7%,-0.027000000000000003,37.9%,3,2018
1795,TEN,-0.07,40.3%,0.055,48.4%,-0.196,32.3%,3,2018
1796,CLE,-0.071,38.9%,0.005,40.5%,-0.179,36.7%,3,2018
1797,GB,-0.105,41.4%,-0.158,35.8%,0.06,58.8%,3,2018
1798,DEN,-0.11199999999999999,42.6%,-0.188,46.5%,0.02,36.0%,3,2018
1799,IND,-0.138,33.9%,-0.15,36.2%,-0.092,25.0%,3,2018
1800,NYJ,-0.141,38.1%,-0.257,33.3%,-0.015,43.3%,3,2018
1801,JAX,-0.196,36.2%,-0.191,34.1%,-0.20800000000000002,41.2%,3,2018
1802,ARI,-0.217,30.0%,-0.14,39.4%,-0.368,11.8%,3,2018
1803,DAL,-0.242,35.6%,-0.32,30.0%,-0.078,47.4%,3,2018
1804,NE,-0.285,45.8%,-0.38799999999999996,39.3%,-0.14,55.0%,3,2018
1805,MIN,-0.365,36.9%,-0.35,38.3%,-0.5379999999999999,20.0%,3,2018
1806,NE,-0.003,47.1%,-0.016,52.5%,0.013999999999999999,40.0%,21,2018
1807,LA,-0.255,33.9%,-0.256,39.5%,-0.254,21.1%,21,2018
1808,KC,0.239,43.1%,0.353,45.0%,-0.17600000000000002,36.4%,20,2018
1809,NE,0.17300000000000001,49.0%,0.272,57.1%,0.069,40.4%,20,2018
1810,LA,0.016,43.5%,0.121,46.7%,-0.183,37.5%,20,2018
1811,NO,-0.09300000000000001,40.6%,0.045,43.2%,-0.397,35.0%,20,2018
1812,KC,0.452,55.4%,0.703,65.7%,0.035,38.1%,2,2018
1813,ATL,0.252,56.5%,0.585,69.7%,-0.128,41.4%,2,2018
1814,LAC,0.252,48.1%,0.605,67.7%,-0.22399999999999998,21.7%,2,2018
1815,PIT,0.22899999999999998,51.9%,0.309,55.7%,-0.28,27.3%,2,2018
1816,JAX,0.188,46.4%,0.326,52.9%,-0.203,27.8%,2,2018
1817,SF,0.16699999999999998,49.2%,0.23399999999999999,58.3%,0.078,37.0%,2,2018
1818,MIN,0.14300000000000002,48.6%,0.275,56.6%,-0.22399999999999998,26.3%,2,2018
1819,LA,0.142,52.2%,0.447,65.7%,-0.172,38.2%,2,2018
1820,CAR,0.134,50.7%,0.13,50.0%,0.145,53.3%,2,2018
1821,CIN,0.125,43.4%,0.313,46.8%,-0.179,37.9%,2,2018
1822,HOU,0.10400000000000001,40.9%,0.22399999999999998,46.5%,-0.122,30.4%,2,2018
1823,TB,0.10400000000000001,47.4%,0.384,62.9%,-0.342,22.7%,2,2018
1824,DET,0.09699999999999999,44.2%,0.139,48.3%,-0.03,31.6%,2,2018
1825,LV,0.078,53.1%,0.322,68.6%,-0.21600000000000003,34.5%,2,2018
1826,IND,0.077,45.8%,0.091,47.1%,0.057999999999999996,44.0%,2,2018
1827,DAL,0.07400000000000001,41.2%,-0.079,33.3%,0.24600000000000002,50.0%,2,2018
1828,DEN,0.066,42.4%,-0.06,38.5%,0.248,48.1%,2,2018
1829,GB,0.027999999999999997,46.7%,0.08900000000000001,47.2%,-0.121,45.5%,2,2018
1830,TEN,0.023,36.7%,0.294,37.5%,-0.157,36.1%,2,2018
1831,NE,0.013000000000000001,40.0%,0.18,47.4%,-0.273,27.3%,2,2018
1832,PHI,-0.001,43.6%,-0.065,41.8%,0.151,47.8%,2,2018
1833,CLE,-0.032,40.3%,0.08800000000000001,48.6%,-0.20800000000000002,28.0%,2,2018
1834,BAL,-0.054000000000000006,50.0%,-0.03,52.5%,-0.12300000000000001,42.9%,2,2018
1835,CHI,-0.073,47.7%,-0.018000000000000002,48.8%,-0.168,45.8%,2,2018
1836,BUF,-0.08800000000000001,40.3%,-0.016,45.2%,-0.24,30.0%,2,2018
1837,MIA,-0.092,50.9%,-0.122,48.3%,-0.061,53.6%,2,2018
1838,NYG,-0.122,39.7%,-0.152,37.3%,-0.03,47.1%,2,2018
1839,WAS,-0.127,48.6%,-0.069,54.9%,-0.26899999999999996,33.3%,2,2018
1840,NO,-0.13,43.8%,-0.055999999999999994,52.4%,-0.26899999999999996,27.3%,2,2018
1841,SEA,-0.19699999999999998,44.4%,-0.231,47.7%,-0.11599999999999999,36.8%,2,2018
1842,NYJ,-0.242,35.4%,-0.18899999999999997,42.6%,-0.38,16.7%,2,2018
1843,ARI,-0.41700000000000004,24.4%,-0.502,23.3%,-0.245,26.7%,2,2018
1844,LA,0.257,54.1%,0.168,51.7%,0.315,55.6%,19,2018
1845,NE,0.243,48.8%,0.371,56.5%,0.068,38.2%,19,2018
1846,LAC,0.165,38.8%,0.21899999999999997,40.4%,-0.141,30.0%,19,2018
1847,DAL,0.163,42.1%,0.302,47.2%,-0.077,33.3%,19,2018
1848,NO,0.092,42.5%,0.212,48.8%,-0.08,33.3%,19,2018
1849,KC,0.062,45.1%,-0.08,47.1%,0.297,41.9%,19,2018
1850,PHI,-0.045,41.7%,0.002,45.5%,-0.14800000000000002,33.3%,19,2018
1851,IND,-0.228,41.8%,-0.299,40.5%,0.003,46.2%,19,2018
1852,IND,0.16399999999999998,49.3%,0.18100000000000002,51.3%,0.14,46.4%,18,2018
1853,CHI,0.045,40.3%,0.098,41.3%,-0.10800000000000001,37.5%,18,2018
1854,PHI,0.035,41.5%,0.22899999999999998,51.2%,-0.345,22.7%,18,2018
1855,DAL,0.034,43.1%,0.044000000000000004,51.4%,0.024,34.3%,18,2018
1856,SEA,-0.067,34.0%,0.032,40.0%,-0.196,26.1%,18,2018
1857,HOU,-0.125,45.7%,-0.17600000000000002,44.1%,0.14800000000000002,54.5%,18,2018
1858,LAC,-0.159,41.8%,-0.151,42.9%,-0.168,40.6%,18,2018
1859,BAL,-0.28300000000000003,31.0%,-0.06,38.5%,-0.741,15.8%,18,2018
1860,KC,0.27899999999999997,45.3%,0.579,50.0%,-0.057999999999999996,40.0%,17,2018
1861,DET,0.243,45.8%,0.635,58.8%,-0.109,34.2%,17,2018
1862,DAL,0.237,42.5%,0.4,48.1%,-0.228,26.3%,17,2018
1863,BUF,0.226,46.6%,0.382,51.5%,0.02,40.0%,17,2018
1864,CAR,0.205,48.6%,0.561,52.6%,-0.193,44.1%,17,2018
1865,NE,0.203,52.3%,0.389,55.6%,-0.027999999999999997,48.3%,17,2018
1866,TB,0.195,54.2%,0.377,59.0%,-0.16,45.0%,17,2018
1867,ATL,0.18899999999999997,50.0%,0.387,59.6%,-0.157,33.3%,17,2018
1868,PHI,0.17800000000000002,55.1%,0.245,56.8%,0.102,53.1%,17,2018
1869,LA,0.165,52.9%,0.5710000000000001,53.3%,-0.141,52.5%,17,2018
1870,CLE,0.127,44.1%,0.204,43.2%,-0.098,46.7%,17,2018
1871,NYG,0.12,44.9%,0.07400000000000001,45.2%,0.191,44.4%,17,2018
1872,CHI,0.11,40.0%,0.25,36.7%,-0.011000000000000001,42.9%,17,2018
1873,BAL,0.102,44.0%,0.11599999999999999,51.6%,0.092,38.6%,17,2018
1874,IND,0.047,46.1%,0.165,46.5%,-0.107,45.5%,17,2018
1875,SF,-0.015,45.0%,0.10099999999999999,48.7%,-0.23199999999999998,38.1%,17,2018
1876,HOU,-0.016,44.7%,0.001,50.0%,-0.04,37.5%,17,2018
1877,PIT,-0.11199999999999999,45.5%,-0.092,45.8%,-0.16399999999999998,44.4%,17,2018
1878,SEA,-0.11599999999999999,37.1%,-0.31,35.7%,0.043,38.2%,17,2018
1879,NO,-0.153,36.5%,-0.322,35.7%,0.044000000000000004,37.5%,17,2018
1880,LAC,-0.184,40.4%,-0.113,46.4%,-0.253,34.5%,17,2018
1881,CIN,-0.212,30.6%,-0.314,28.1%,-0.021,35.3%,17,2018
1882,DEN,-0.247,38.5%,-0.092,43.1%,-0.54,29.6%,17,2018
1883,MIN,-0.316,36.8%,-0.42,34.9%,0.002,42.9%,17,2018
1884,LV,-0.35,50.0%,-0.47600000000000003,48.6%,-0.188,51.7%,17,2018
1885,GB,-0.363,27.3%,-0.32899999999999996,28.3%,-0.539,22.2%,17,2018
1886,MIA,-0.37200000000000005,40.0%,-0.39799999999999996,43.2%,-0.331,34.8%,17,2018
1887,TEN,-0.375,36.7%,-0.557,39.4%,0.002,31.3%,17,2018
1888,ARI,-0.376,27.7%,-0.541,29.3%,-0.094,25.0%,17,2018
1889,JAX,-0.45899999999999996,27.7%,-0.41200000000000003,31.4%,-0.595,16.7%,17,2018
1890,NYJ,-0.48200000000000004,33.9%,-0.233,39.4%,-0.838,26.1%,17,2018
1891,WAS,-0.493,28.3%,-0.444,31.4%,-0.648,18.2%,17,2018
1892,GB,0.355,57.0%,0.363,56.5%,0.322,58.8%,16,2018
1893,CLE,0.32299999999999995,53.0%,0.45299999999999996,48.8%,0.078,60.9%,16,2018
1894,SEA,0.31,50.0%,0.555,58.5%,0.023,40.0%,16,2018
1895,LA,0.299,66.7%,0.183,64.3%,0.384,68.4%,16,2018
1896,NYG,0.258,47.6%,0.544,57.1%,-0.098,35.7%,16,2018
1897,IND,0.23399999999999999,55.4%,0.318,58.8%,-0.07200000000000001,42.9%,16,2018
1898,NYJ,0.226,52.5%,0.47200000000000003,64.1%,-0.212,31.8%,16,2018
1899,KC,0.17600000000000002,53.3%,0.223,47.7%,0.047,68.8%,16,2018
1900,NO,0.168,47.7%,0.25,52.2%,-0.032,36.8%,16,2018
1901,ATL,0.149,44.7%,0.225,44.4%,0.046,45.0%,16,2018
1902,HOU,0.14,46.2%,0.242,53.8%,-0.267,15.4%,16,2018
1903,PHI,0.115,45.0%,0.36200000000000004,50.9%,-0.428,32.0%,16,2018
1904,PIT,0.10400000000000001,45.2%,0.29,45.6%,-0.5589999999999999,43.8%,16,2018
1905,TEN,0.095,44.6%,0.278,53.3%,-0.11599999999999999,34.6%,16,2018
1906,CHI,0.08800000000000001,55.7%,0.212,58.8%,-0.069,51.9%,16,2018
1907,LV,0.075,45.8%,0.212,58.1%,-0.078,32.1%,16,2018
1908,CIN,0.016,43.5%,0.08,46.2%,-0.068,40.0%,16,2018
1909,WAS,-0.008,54.8%,-0.054000000000000006,50.0%,0.028999999999999998,58.8%,16,2018
1910,DEN,-0.021,41.8%,-0.038,43.2%,0.011000000000000001,39.1%,16,2018
1911,MIN,-0.022000000000000002,36.1%,0.292,45.2%,-0.34700000000000003,26.7%,16,2018
1912,DAL,-0.040999999999999995,44.0%,0.107,51.9%,-0.215,34.8%,16,2018
1913,BAL,-0.08,35.6%,0.073,48.3%,-0.22899999999999998,23.3%,16,2018
1914,ARI,-0.09300000000000001,35.2%,-0.005,40.0%,-0.344,21.4%,16,2018
1915,JAX,-0.095,46.9%,-0.106,45.2%,-0.085,48.5%,16,2018
1916,TB,-0.095,45.7%,0.08900000000000001,53.4%,-0.5579999999999999,26.1%,16,2018
1917,SF,-0.12,40.0%,-0.087,37.5%,-0.21,46.7%,16,2018
1918,CAR,-0.17600000000000002,44.0%,-0.257,40.3%,0.049,54.2%,16,2018
1919,NE,-0.18600000000000003,39.7%,-0.677,33.3%,0.102,43.5%,16,2018
1920,BUF,-0.324,37.7%,-0.397,35.6%,-0.121,43.8%,16,2018
1921,DET,-0.331,34.7%,-0.281,36.5%,-0.445,30.4%,16,2018
1922,MIA,-0.42100000000000004,35.6%,-0.293,46.4%,-0.632,17.6%,16,2018
1923,LAC,-0.42200000000000004,33.3%,-0.479,37.0%,-0.267,23.5%,16,2018
1924,KC,0.24100000000000002,50.8%,0.35100000000000003,53.7%,-0.01,44.4%,15,2018
1925,LAC,0.235,52.1%,0.25,55.1%,0.203,45.8%,15,2018
1926,ATL,0.175,47.0%,0.10400000000000001,50.0%,0.284,42.3%,15,2018
1927,PIT,0.153,53.2%,0.18100000000000002,55.3%,0.10800000000000001,50.0%,15,2018
1928,MIN,0.096,49.3%,0.019,51.7%,0.155,47.4%,15,2018
1929,IND,0.08800000000000001,47.1%,0.285,50.0%,-0.109,44.1%,15,2018
1930,SEA,0.08800000000000001,40.0%,0.196,42.1%,-0.023,37.8%,15,2018
1931,DET,0.077,44.6%,0.124,40.0%,0.024,50.0%,15,2018
1932,TEN,0.076,47.0%,-0.07,30.4%,0.155,55.8%,15,2018
1933,HOU,0.07200000000000001,42.3%,0.214,45.9%,-0.27699999999999997,33.3%,15,2018
1934,BAL,0.063,45.2%,0.17300000000000001,45.2%,-0.018000000000000002,45.2%,15,2018
1935,PHI,0.05,39.1%,0.225,46.9%,-0.124,31.3%,15,2018
1936,SF,0.047,41.7%,0.33,55.6%,-0.379,20.8%,15,2018
1937,BUF,0.046,43.1%,0.17800000000000002,45.5%,-0.09,40.6%,15,2018
1938,NE,0.039,47.6%,0.077,50.0%,-0.027000000000000003,43.5%,15,2018
1939,CHI,0.027000000000000003,48.3%,0.431,58.8%,-0.501,34.6%,15,2018
1940,CIN,0.012,32.5%,0.033,29.3%,-0.012,36.1%,15,2018
1941,WAS,-0.038,37.3%,0.147,44.7%,-0.281,27.6%,15,2018
1942,NYJ,-0.04,40.0%,0.235,48.9%,-0.5,25.0%,15,2018
1943,CLE,-0.05,46.2%,-0.015,50.0%,-0.1,40.7%,15,2018
1944,DEN,-0.054000000000000006,45.1%,0.064,50.9%,-0.4,27.8%,15,2018
1945,GB,-0.07,40.3%,-0.037000000000000005,43.1%,-0.172,31.3%,15,2018
1946,NO,-0.084,43.7%,-0.113,45.0%,-0.047,41.9%,15,2018
1947,LA,-0.10099999999999999,48.7%,-0.124,50.0%,-0.018000000000000002,43.8%,15,2018
1948,TB,-0.157,36.7%,-0.309,27.6%,0.064,50.0%,15,2018
1949,CAR,-0.17,33.3%,-0.18100000000000002,28.6%,-0.152,40.9%,15,2018
1950,LV,-0.18899999999999997,42.1%,-0.10099999999999999,43.9%,-0.413,37.5%,15,2018
1951,DAL,-0.19,45.6%,-0.301,42.2%,0.027000000000000003,52.2%,15,2018
1952,NYG,-0.242,28.8%,-0.222,30.6%,-0.302,23.5%,15,2018
1953,JAX,-0.332,28.8%,-0.491,33.3%,-0.11599999999999999,22.7%,15,2018
1954,ARI,-0.34299999999999997,34.3%,-0.37799999999999995,36.2%,-0.258,30.0%,15,2018
1955,MIA,-0.40700000000000003,26.4%,-0.731,20.6%,0.171,36.8%,15,2018
1956,MIA,0.397,50.0%,0.275,44.4%,0.5539999999999999,57.1%,14,2018
1957,TEN,0.266,47.4%,0.218,55.6%,0.309,40.0%,14,2018
1958,NE,0.22399999999999998,45.0%,0.514,57.1%,-0.235,25.8%,14,2018
1959,KC,0.146,46.5%,0.226,41.7%,-0.037000000000000005,57.7%,14,2018
1960,GB,0.134,45.3%,0.184,48.8%,0.033,38.1%,14,2018
1961,IND,0.127,51.6%,0.256,58.7%,-0.203,33.3%,14,2018
1962,PIT,0.122,51.7%,0.353,64.3%,-0.418,22.2%,14,2018
1963,NYG,0.114,39.7%,0.09699999999999999,40.0%,0.131,39.4%,14,2018
1964,SF,0.1,44.1%,0.26,54.8%,-0.16,26.9%,14,2018
1965,LV,0.092,40.9%,0.25,51.2%,-0.168,24.0%,14,2018
1966,CIN,0.084,45.5%,0.253,51.4%,-0.106,38.7%,14,2018
1967,LAC,0.079,50.9%,0.135,54.5%,0.003,45.8%,14,2018
1968,NYJ,0.069,38.5%,0.23399999999999999,46.2%,-0.095,30.8%,14,2018
1969,HOU,0.055,45.8%,0.141,48.0%,-0.141,40.9%,14,2018
1970,BUF,0.042,40.8%,0.048,43.1%,0.03,36.0%,14,2018
1971,BAL,0.039,44.3%,0.102,40.6%,-0.013999999999999999,47.4%,14,2018
1972,DAL,0.036000000000000004,48.5%,0.183,51.6%,-0.209,43.2%,14,2018
1973,CAR,-0.002,39.2%,-0.021,36.0%,0.039,45.8%,14,2018
1974,CLE,-0.004,38.8%,-0.127,38.7%,0.20600000000000002,38.9%,14,2018
1975,NO,-0.012,45.9%,0.040999999999999995,56.3%,-0.07,34.5%,14,2018
1976,ATL,-0.02,50.7%,0.098,53.2%,-0.251,45.8%,14,2018
1977,SEA,-0.044000000000000004,41.3%,-0.27899999999999997,36.0%,0.111,44.7%,14,2018
1978,TB,-0.051,35.7%,0.045,39.2%,-0.306,26.3%,14,2018
1979,PHI,-0.057,48.1%,0.106,56.4%,-0.547,23.1%,14,2018
1980,DEN,-0.062,34.2%,-0.047,34.0%,-0.095,34.8%,14,2018
1981,DET,-0.168,33.9%,-0.258,32.1%,-0.087,35.5%,14,2018
1982,CHI,-0.22399999999999998,37.7%,-0.305,45.7%,-0.141,29.4%,14,2018
1983,MIN,-0.237,45.6%,-0.23800000000000002,48.6%,-0.237,40.0%,14,2018
1984,JAX,-0.24100000000000002,40.0%,-0.17800000000000002,45.1%,-0.41,26.3%,14,2018
1985,ARI,-0.319,30.9%,-0.29,39.6%,-0.38799999999999996,10.0%,14,2018
1986,LA,-0.35200000000000004,34.4%,-0.41,30.8%,-0.10099999999999999,50.0%,14,2018
1987,WAS,-0.392,35.0%,-0.405,40.5%,-0.363,22.2%,14,2018
1988,SEA,0.34,43.9%,0.6990000000000001,51.9%,0.018000000000000002,36.7%,13,2018
1989,KC,0.297,50.0%,0.369,52.3%,0.165,45.8%,13,2018
1990,LAC,0.21899999999999997,47.5%,0.371,51.3%,-0.051,40.9%,13,2018
1991,PIT,0.152,45.6%,0.212,48.0%,-0.012,38.9%,13,2018
1992,NE,0.13,57.5%,0.35100000000000003,70.6%,-0.063,46.2%,13,2018
1993,PHI,0.10400000000000001,50.0%,0.313,61.0%,-0.192,34.5%,13,2018
1994,BUF,0.066,45.1%,0.198,51.1%,-0.162,34.6%,13,2018
1995,HOU,0.066,42.7%,0.18100000000000002,51.2%,-0.073,32.4%,13,2018
1996,LV,0.062,48.6%,0.345,45.5%,-0.353,53.3%,13,2018
1997,ARI,0.06,37.7%,-0.022000000000000002,36.4%,0.157,39.3%,13,2018
1998,DEN,0.052000000000000005,48.3%,0.183,44.0%,-0.047,51.5%,13,2018
1999,LA,0.027000000000000003,43.9%,-0.09,46.2%,0.195,40.7%,13,2018
2000,GB,0.017,46.1%,0.094,48.2%,-0.196,40.0%,13,2018
2001,TB,0.011000000000000001,40.0%,0.396,52.4%,-0.691,17.4%,13,2018
2002,BAL,-0.039,46.3%,-0.096,54.5%,0.001,40.4%,13,2018
2003,CAR,-0.052000000000000005,52.2%,-0.18899999999999997,50.0%,0.366,58.8%,13,2018
2004,DAL,-0.055999999999999994,44.1%,0.162,57.5%,-0.368,25.0%,13,2018
2005,SF,-0.06,42.5%,0.13,51.0%,-0.5,22.7%,13,2018
2006,TEN,-0.076,39.4%,-0.11199999999999999,39.1%,0.006999999999999999,40.0%,13,2018
2007,MIA,-0.083,39.2%,0.02,43.3%,-0.23199999999999998,33.3%,13,2018
2008,CHI,-0.098,41.5%,-0.156,45.1%,-0.003,35.5%,13,2018
2009,NYG,-0.106,34.7%,-0.031,43.9%,-0.20600000000000002,22.6%,13,2018
2010,WAS,-0.12300000000000001,35.6%,-0.193,37.5%,0.05,30.8%,13,2018
2011,CLE,-0.141,50.0%,-0.13,50.0%,-0.18899999999999997,50.0%,13,2018
2012,DET,-0.151,40.8%,-0.11900000000000001,44.2%,-0.19899999999999998,35.7%,13,2018
2013,NYJ,-0.165,33.8%,-0.275,33.3%,-0.040999999999999995,34.4%,13,2018
2014,CIN,-0.172,33.8%,-0.177,38.6%,-0.163,25.0%,13,2018
2015,MIN,-0.172,41.0%,-0.264,40.4%,0.139,42.9%,13,2018
2016,JAX,-0.25,29.3%,0.013999999999999999,36.1%,-0.6809999999999999,18.2%,13,2018
2017,NO,-0.253,36.5%,-0.168,39.4%,-0.402,31.6%,13,2018
2018,ATL,-0.33399999999999996,39.2%,-0.26,42.1%,-0.547,30.8%,13,2018
2019,IND,-0.337,35.5%,-0.22899999999999998,41.0%,-0.7759999999999999,13.3%,13,2018
2020,LAC,0.304,59.7%,0.29,60.5%,0.32299999999999995,58.6%,12,2018
2021,CLE,0.303,54.1%,0.83,72.4%,-0.175,37.5%,12,2018
2022,SEA,0.298,40.7%,0.659,46.9%,-0.13,33.3%,12,2018
2023,NE,0.292,49.3%,0.41700000000000004,50.0%,0.184,48.6%,12,2018
2024,CAR,0.244,59.3%,0.433,69.7%,0.003,46.2%,12,2018
2025,HOU,0.22399999999999998,47.6%,0.251,58.8%,0.192,34.5%,12,2018
2026,NYG,0.163,43.3%,0.23399999999999999,48.7%,0.032,33.3%,12,2018
2027,TB,0.152,47.9%,0.381,55.6%,-0.244,34.6%,12,2018
2028,NO,0.14300000000000002,50.9%,0.20800000000000002,53.8%,0.081,48.1%,12,2018
2029,BAL,0.126,55.9%,-0.067,39.3%,0.262,67.5%,12,2018
2030,DAL,0.11900000000000001,47.1%,0.307,50.0%,-0.12,43.3%,12,2018
2031,PHI,0.096,50.0%,0.24100000000000002,52.9%,-0.08,46.4%,12,2018
2032,IND,0.091,50.7%,0.263,61.9%,-0.175,33.3%,12,2018
2033,MIA,0.055,42.3%,0.12300000000000001,42.9%,-0.024,41.7%,12,2018
2034,BUF,0.049,38.2%,0.19399999999999998,37.9%,-0.113,38.5%,12,2018
2035,MIN,0.035,46.3%,0.24100000000000002,55.8%,-0.335,29.2%,12,2018
2036,DEN,0.028999999999999998,38.9%,0.004,42.4%,0.068,33.3%,12,2018
2037,PIT,0.025,50.6%,0.034,52.3%,-0.016,42.9%,12,2018
2038,TEN,0.024,43.6%,0.214,50.0%,-0.337,31.6%,12,2018
2039,JAX,0.015,50.0%,-0.185,41.7%,0.22699999999999998,58.8%,12,2018
2040,CIN,0.013999999999999999,51.4%,0.14400000000000002,53.6%,-0.392,44.4%,12,2018
2041,NYJ,-0.036000000000000004,36.5%,0.006999999999999999,40.0%,-0.19899999999999998,23.1%,12,2018
2042,SF,-0.043,46.0%,-0.127,43.6%,0.094,50.0%,12,2018
2043,CHI,-0.068,44.6%,0.027999999999999997,51.2%,-0.389,23.1%,12,2018
2044,WAS,-0.071,46.8%,-0.063,47.8%,-0.096,43.8%,12,2018
2045,GB,-0.098,47.2%,-0.054000000000000006,47.1%,-0.17600000000000002,47.4%,12,2018
2046,LV,-0.131,32.1%,-0.14800000000000002,33.3%,-0.09,29.4%,12,2018
2047,DET,-0.13699999999999998,44.6%,-0.257,43.9%,0.066,45.8%,12,2018
2048,ATL,-0.15,37.1%,-0.016,44.6%,-0.687,7.1%,12,2018
2049,ARI,-0.29100000000000004,34.8%,-0.426,40.9%,-0.16699999999999998,29.2%,12,2018
2050,NO,0.42700000000000005,58.0%,0.924,69.7%,-0.028999999999999998,47.2%,11,2018
2051,IND,0.363,66.1%,0.557,70.6%,0.098,60.0%,11,2018
2052,NYG,0.29,50.0%,0.444,50.0%,0.177,50.0%,11,2018
2053,CAR,0.195,49.1%,0.29,50.0%,-0.07200000000000001,46.7%,11,2018
2054,TB,0.187,54.9%,0.19899999999999998,53.2%,0.16399999999999998,58.3%,11,2018
2055,GB,0.161,40.8%,0.27899999999999997,47.2%,-0.165,23.1%,11,2018
2056,LA,0.146,42.3%,0.248,47.5%,-0.217,23.5%,11,2018
2057,DAL,0.126,48.4%,0.134,48.6%,0.115,48.3%,11,2018
2058,DEN,0.11699999999999999,47.3%,0.07400000000000001,44.4%,0.196,52.6%,11,2018
2059,KC,0.092,50.0%,0.145,54.4%,-0.111,33.3%,11,2018
2060,LAC,0.078,42.9%,0.27,53.1%,-0.257,25.0%,11,2018
2061,SEA,0.071,44.8%,0.222,47.2%,-0.105,41.9%,11,2018
2062,DET,0.019,35.5%,0.064,35.9%,-0.057999999999999996,34.8%,11,2018
2063,CIN,0.016,36.4%,0.147,41.5%,-0.365,21.4%,11,2018
2064,ATL,-0.004,50.0%,0.017,51.4%,-0.045,47.4%,11,2018
2065,LV,-0.013000000000000001,42.4%,0.009000000000000001,39.4%,-0.035,45.5%,11,2018
2066,BAL,-0.025,52.0%,-0.254,46.2%,0.096,55.1%,11,2018
2067,CHI,-0.048,49.3%,0.031,52.6%,-0.146,45.2%,11,2018
2068,PIT,-0.083,43.5%,-0.138,41.2%,0.17300000000000001,54.5%,11,2018
2069,HOU,-0.085,46.8%,-0.126,50.0%,-0.036000000000000004,42.9%,11,2018
2070,MIN,-0.128,50.0%,0.052000000000000005,54.9%,-0.835,30.8%,11,2018
2071,WAS,-0.168,38.4%,-0.258,42.0%,0.028999999999999998,30.4%,11,2018
2072,JAX,-0.17600000000000002,33.3%,-0.141,34.6%,-0.198,32.6%,11,2018
2073,TEN,-0.209,41.3%,-0.136,51.3%,-0.327,25.0%,11,2018
2074,ARI,-0.226,33.3%,-0.33799999999999997,36.4%,-0.15,31.3%,11,2018
2075,PHI,-0.354,39.2%,-0.48100000000000004,38.5%,0.06,41.7%,11,2018
2076,NO,0.519,66.7%,0.8059999999999999,71.4%,0.336,63.6%,10,2018
2077,PIT,0.457,54.4%,0.935,70.0%,-0.076,37.0%,10,2018
2078,LA,0.354,59.7%,0.285,50.0%,0.498,80.0%,10,2018
2079,CLE,0.307,58.8%,0.621,79.2%,0.028999999999999998,40.7%,10,2018
2080,CHI,0.281,41.1%,0.5760000000000001,54.3%,-0.21100000000000002,19.0%,10,2018
2081,GB,0.271,54.7%,0.10400000000000001,55.9%,0.5720000000000001,52.6%,10,2018
2082,BUF,0.267,47.2%,0.6729999999999999,55.6%,0.024,42.2%,10,2018
2083,SEA,0.23399999999999999,56.7%,0.223,57.9%,0.249,55.2%,10,2018
2084,IND,0.218,43.1%,0.41700000000000004,53.3%,-0.065,28.6%,10,2018
2085,DAL,0.20600000000000002,44.3%,0.165,47.6%,0.267,39.3%,10,2018
2086,TEN,0.177,46.2%,0.375,51.7%,0.018000000000000002,41.7%,10,2018
2087,JAX,0.142,46.1%,0.396,56.8%,-0.207,31.3%,10,2018
2088,KC,0.10300000000000001,45.6%,0.184,47.2%,-0.036000000000000004,42.9%,10,2018
2089,LAC,0.095,39.3%,0.281,44.8%,-0.105,33.3%,10,2018
2090,NYG,0.085,42.4%,0.255,47.2%,-0.18100000000000002,34.8%,10,2018
2091,WAS,0.055999999999999994,48.3%,0.11900000000000001,53.1%,-0.023,42.3%,10,2018
2092,ATL,0.027999999999999997,49.3%,0.114,51.8%,-0.255,41.2%,10,2018
2093,CAR,0.011000000000000001,47.4%,-0.069,51.4%,0.138,40.9%,10,2018
2094,SF,-0.013999999999999999,40.8%,-0.011000000000000001,43.9%,-0.017,36.7%,10,2018
2095,PHI,-0.055,50.8%,0.003,54.3%,-0.235,40.0%,10,2018
2096,DET,-0.08800000000000001,40.8%,0.045,48.1%,-0.376,25.0%,10,2018
2097,TB,-0.114,49.3%,-0.037000000000000005,57.1%,-0.3,30.0%,10,2018
2098,ARI,-0.128,43.1%,-0.20199999999999999,38.3%,0.01,52.0%,10,2018
2099,NE,-0.136,35.4%,-0.07400000000000001,39.1%,-0.28800000000000003,26.3%,10,2018
