RK,TEAM,TOTAL DVOA,LAST WEEK,TOTAL DAVE,RANK,W-L,OFFENSE DVOA,OFF. RANK,DEFENSE DVOA,DEF. RANK,S.T. DVOA,S.T. RANK,WEEK,YEAR,WEIGHTED DVOA,RANK,non-adj VOA,Last Year,ESTIM. WINS,EW RANK,SCHEDULE RANK,RANK,PYTH WINS,RANK,VAR.,RANK,PAST SCHED,RANK,FUTURE SCHED,RANK
32,CLE,-0.376,32,,,0-12,-0.159,29,0.178,30,-0.038,26,12,2016,-0.389,32,,,,,,,,,,,,,,
1,NE,0.199,5,,,10-2,0.196,3,0.018,19,0.021,10,13,2016,0.250,1,,,,,,,,,,,,,,
2,DAL,0.197,2,,,11-1,0.251,2,0.084,26,0.029,9,13,2016,0.216,2,,,,,,,,,,,,,,
3,SEA,0.184,4,,,8-3-2001,0.025,13,-0.144,5,0.015,11,13,2016,0.178,4,,,,,,,,,,,,,,
4,ATL,0.173,1,,,7-5,0.251,1,0.108,28,0.030,8,13,2016,0.185,3,,,,,,,,,,,,,,
5,PHI,0.166,3,,,5-7,-0.065,22,-0.146,4,0.085,1,13,2016,0.153,6,,,,,,,,,,,,,,
6,OAK,0.156,7,,,10-2,0.184,4,0.062,22,0.033,7,13,2016,0.161,5,,,,,,,,,,,,,,
7,PIT,0.154,6,,,7-5,0.099,8,-0.059,8,-0.004,18,13,2016,0.143,8,,,,,,,,,,,,,,
8,KC,0.122,8,,,9-3,0.028,12,-0.030,11,0.065,4,13,2016,0.148,7,,,,,,,,,,,,,,
9,BAL,0.109,13,,,7-5,-0.123,27,-0.184,2,0.048,6,13,2016,0.133,9,,,,,,,,,,,,,,
10,WAS,0.078,10,,,6-5-2001,0.143,6,0.074,23,0.010,13,13,2016,0.098,10,,,,,,,,,,,,,,
11,DEN,0.054,15,,,8-4,-0.106,24,-0.185,1,-0.024,23,13,2016,0.039,13,,,,,,,,,,,,,,
12,GB,0.052,18,,,6-6,0.087,9,0.015,18,-0.020,20,13,2016,0.034,15,,,,,,,,,,,,,,
13,NYG,0.046,14,,,8-4,-0.028,19,-0.096,7,-0.022,21,13,2016,0.050,12,,,,,,,,,,,,,,
14,MIN,0.038,16,,,6-6,-0.115,25,-0.142,6,0.011,12,13,2016,0.004,20,,,,,,,,,,,,,,
15,NO,0.037,11,,,5-7,0.158,5,0.082,25,-0.039,26,13,2016,0.054,11,,,,,,,,,,,,,,
16,BUF,0.033,12,,,6-6,0.084,10,0.051,21,0.000,16,13,2016,0.031,16,,,,,,,,,,,,,,
17,SD,0.030,17,,,5-7,-0.003,15,-0.051,9,-0.018,19,13,2016,0.011,18,,,,,,,,,,,,,,
18,TEN,0.007,20,,,6-6,0.118,7,0.079,24,-0.032,24,13,2016,0.023,17,,,,,,,,,,,,,,
19,MIA,-0.004,9,,,7-5,-0.007,18,0.000,17,0.003,15,13,2016,0.038,14,,,,,,,,,,,,,,
20,TB,-0.006,19,,,7-5,-0.007,17,-0.024,12,-0.023,22,13,2016,0.010,19,,,,,,,,,,,,,,
21,CIN,-0.008,21,,,4-7-2001,0.046,11,0.020,20,-0.035,25,13,2016,0.002,21,,,,,,,,,,,,,,
22,ARI,-0.036,23,,,5-6-2001,-0.122,26,-0.148,3,-0.062,30,13,2016,-0.050,23,,,,,,,,,,,,,,
23,CHI,-0.044,24,,,3-9,-0.049,21,-0.005,16,0.000,17,13,2016,-0.030,22,,,,,,,,,,,,,,
24,CAR,-0.072,22,,,4-8,-0.046,20,-0.022,14,-0.048,29,13,2016,-0.075,25,,,,,,,,,,,,,,
25,IND,-0.084,28,,,6-6,-0.004,16,0.149,30,0.068,3,13,2016,-0.063,24,,,,,,,,,,,,,,
26,DET,-0.087,25,,,8-4,0.015,14,0.161,31,0.059,5,13,2016,-0.083,26,,,,,,,,,,,,,,
27,JAC,-0.163,29,,,2-10,-0.159,29,-0.035,10,-0.039,27,13,2016,-0.173,27,,,,,,,,,,,,,,
28,LARM,-0.193,26,,,4-8,-0.293,32,-0.019,15,0.080,2,13,2016,-0.174,28,,,,,,,,,,,,,,
29,SF,-0.223,27,,,1-11,-0.103,23,0.125,29,0.005,14,13,2016,-0.256,30,,,,,,,,,,,,,,
30,HOU,-0.245,30,,,6-6,-0.198,31,-0.022,13,-0.069,31,13,2016,-0.253,29,,,,,,,,,,,,,,
31,NYJ,-0.325,31,,,3-9,-0.156,28,0.093,27,-0.076,32,13,2016,-0.338,31,,,,,,,,,,,,,,
32,CLE,-0.381,32,,,0-12,-0.167,30,0.173,32,-0.040,28,13,2016,-0.387,32,,,,,,,,,,,,,,
1,NE,0.212,1,,,11-2,0.219,3,0.029,20,0.023,9,14,2016,0.266,1,,,,,,,,,,,,,,
2,DAL,0.208,2,,,11-2,0.226,2,0.041,21,0.023,8,14,2016,0.223,2,,,,,,,,,,,,,,
3,ATL,0.181,4,,,8-5,0.258,1,0.106,27,0.029,7,14,2016,0.192,3,,,,,,,,,,,,,,
4,PIT,0.144,7,,,8-5,0.093,9,-0.047,9,0.004,15,14,2016,0.152,5,,,,,,,,,,,,,,
5,KC,0.139,8,,,10-3,0.022,12,-0.043,11,0.075,2,14,2016,0.171,4,,,,,,,,,,,,,,
6,PHI,0.130,5,,,5-8,-0.064,22,-0.120,5,0.075,3,14,2016,0.108,10,,,,,,,,,,,,,,
7,GB,0.125,12,,,7-6,0.122,8,-0.024,14,-0.021,21,14,2016,0.141,6,,,,,,,,,,,,,,
8,OAK,0.117,6,,,10-3,0.165,5,0.059,23,0.011,12,14,2016,0.134,7,,,,,,,,,,,,,,
9,WAS,0.106,10,,,7-5-2001,0.173,4,0.074,24,0.008,13,14,2016,0.118,8,,,,,,,,,,,,,,
10,SEA,0.099,3,,,8-4-2001,-0.031,18,-0.114,6,0.016,11,14,2016,0.090,11,,,,,,,,,,,,,,
11,BAL,0.087,9,,,7-6,-0.118,26,-0.155,2,0.049,6,14,2016,0.109,9,,,,,,,,,,,,,,
12,NYG,0.063,13,,,9-4,-0.061,20,-0.135,4,-0.012,19,14,2016,0.068,12,,,,,,,,,,,,,,
13,DEN,0.057,11,,,8-5,-0.099,25,-0.175,1,-0.020,20,14,2016,0.039,15,,,,,,,,,,,,,,
14,MIN,0.041,14,,,7-6,-0.086,24,-0.110,7,0.017,10,14,2016,-0.006,21,,,,,,,,,,,,,,
15,BUF,0.031,16,,,6-7,0.091,10,0.051,22,-0.008,18,14,2016,0.037,16,,,,,,,,,,,,,,
16,TEN,0.030,18,,,7-6,0.129,7,0.076,25,-0.024,23,14,2016,0.055,14,,,,,,,,,,,,,,
17,SD,0.018,17,,,5-8,-0.016,16,-0.058,8,-0.024,24,14,2016,-0.011,22,,,,,,,,,,,,,,
18,NO,0.016,15,,,5-8,0.136,6,0.090,26,-0.030,26,14,2016,0.028,17,,,,,,,,,,,,,,
19,TB,0.016,20,,,8-5,-0.007,15,-0.045,10,-0.022,22,14,2016,0.065,13,,,,,,,,,,,,,,
20,CIN,0.006,21,,,5-7-2001,0.058,11,0.024,19,-0.028,25,14,2016,0.014,18,,,,,,,,,,,,,,
21,MIA,-0.003,19,,,8-5,-0.020,17,-0.012,17,0.005,14,14,2016,0.013,19,,,,,,,,,,,,,,
22,CHI,-0.032,23,,,3-10,-0.040,19,-0.008,18,0.001,16,14,2016,-0.001,20,,,,,,,,,,,,,,
23,CAR,-0.061,24,,,5-8,-0.063,21,-0.034,12,-0.032,27,14,2016,-0.076,24,,,,,,,,,,,,,,
24,ARI,-0.061,22,,,5-7-2001,-0.136,28,-0.142,3,-0.067,32,14,2016,-0.125,26,,,,,,,,,,,,,,
25,IND,-0.075,25,,,6-7,0.001,14,0.130,29,0.054,5,14,2016,-0.033,23,,,,,,,,,,,,,,
26,DET,-0.088,26,,,9-4,0.013,13,0.159,31,0.058,4,14,2016,-0.080,25,,,,,,,,,,,,,,
27,JAC,-0.144,27,,,2-11,-0.120,27,-0.022,15,-0.045,29,14,2016,-0.142,27,,,,,,,,,,,,,,
28,SF,-0.204,29,,,1-12,-0.069,23,0.131,30,-0.004,17,14,2016,-0.216,28,,,,,,,,,,,,,,
29,LARM,-0.211,28,,,4-9,-0.310,32,-0.018,16,0.082,1,14,2016,-0.225,29,,,,,,,,,,,,,,
30,HOU,-0.226,30,,,7-6,-0.194,31,-0.027,13,-0.059,30,14,2016,-0.231,30,,,,,,,,,,,,,,
31,NYJ,-0.348,31,,,4-9,-0.166,30,0.115,28,-0.067,31,14,2016,-0.375,31,,,,,,,,,,,,,,
32,CLE,-0.376,32,,,0-13,-0.157,29,0.179,32,-0.041,28,14,2016,-0.397,32,,,,,,,,,,,,,,
1,DAL,0.212,2,,,12-2,0.220,2,0.022,20,0.015,12,15,2016,0.227,3,,,,,,,,,,,,,,
2,NE,0.207,1,,,12-2,0.191,3,0.009,19,0.025,8,15,2016,0.249,2,,,,,,,,,,,,,,
3,PIT,0.172,4,,,9-5,0.105,10,-0.058,9,0.009,13,15,2016,0.250,1,,,,,,,,,,,,,,
4,ATL,0.169,3,,,9-5,0.256,1,0.117,27,0.030,7,15,2016,0.177,4,,,,,,,,,,,,,,
5,PHI,0.120,6,,,5-9,-0.067,22,-0.105,6,0.081,1,15,2016,0.054,14,,,,,,,,,,,,,,
6,GB,0.118,7,,,8-6,0.138,7,-0.003,17,-0.023,24,15,2016,0.113,7,,,,,,,,,,,,,,
7,OAK,0.112,8,,,11-3,0.139,6,0.043,22,0.016,11,15,2016,0.113,8,,,,,,,,,,,,,,
8,KC,0.111,5,,,10-4,0.006,13,-0.039,12,0.066,3,15,2016,0.112,9,,,,,,,,,,,,,,
9,SEA,0.100,10,,,9-4-2001,-0.046,19,-0.128,4,0.018,9,15,2016,0.079,12,,,,,,,,,,,,,,
10,BAL,0.094,11,,,8-6,-0.102,25,-0.153,2,0.043,6,15,2016,0.150,5,,,,,,,,,,,,,,
11,NYG,0.078,12,,,10-4,-0.062,21,-0.143,3,-0.004,17,15,2016,0.096,11,,,,,,,,,,,,,,
12,WAS,0.075,9,,,7-6-2001,0.156,5,0.082,25,0.001,15,15,2016,0.096,10,,,,,,,,,,,,,,
13,TEN,0.064,16,,,8-6,0.137,8,0.056,23,-0.017,20,15,2016,0.129,6,,,,,,,,,,,,,,
14,DEN,0.056,13,,,8-6,-0.111,26,-0.188,1,-0.022,23,15,2016,0.022,18,,,,,,,,,,,,,,
15,BUF,0.050,15,,,7-7,0.119,9,0.060,24,-0.009,18,15,2016,0.062,13,,,,,,,,,,,,,,
16,SD,0.032,17,,,5-9,-0.022,18,-0.079,7,-0.025,25,15,2016,0.011,20,,,,,,,,,,,,,,
17,NO,0.015,18,,,6-8,0.171,4,0.126,29,-0.031,28,15,2016,0.037,17,,,,,,,,,,,,,,
18,TB,0.011,19,,,8-6,-0.015,16,-0.046,11,-0.020,22,15,2016,0.050,15,,,,,,,,,,,,,,
19,MIA,-0.003,21,,,9-5,-0.021,17,-0.018,16,0.000,16,15,2016,0.021,19,,,,,,,,,,,,,,
20,CIN,-0.004,20,,,5-8-2001,0.046,11,0.032,21,-0.018,21,15,2016,-0.001,22,,,,,,,,,,,,,,
21,CHI,-0.019,22,,,3-11,-0.013,15,0.008,18,0.002,14,15,2016,0.040,16,,,,,,,,,,,,,,
22,MIN,-0.023,14,,,7-7,-0.117,27,-0.078,8,0.016,10,15,2016,-0.103,25,,,,,,,,,,,,,,
23,CAR,-0.039,23,,,6-8,-0.060,20,-0.049,10,-0.029,27,15,2016,-0.030,23,,,,,,,,,,,,,,
24,IND,-0.042,25,,,7-7,0.023,12,0.118,28,0.052,4,15,2016,0.009,21,,,,,,,,,,,,,,
25,ARI,-0.055,24,,,5-8-2001,-0.097,24,-0.109,5,-0.067,30,15,2016,-0.099,24,,,,,,,,,,,,,,
26,DET,-0.109,26,,,9-5,0.000,14,0.159,31,0.050,5,15,2016,-0.108,26,,,,,,,,,,,,,,
27,JAC,-0.130,27,,,2-12,-0.131,28,-0.030,14,-0.028,26,15,2016,-0.133,27,,,,,,,,,,,,,,
28,SF,-0.220,28,,,1-13,-0.073,23,0.138,30,-0.009,19,15,2016,-0.221,28,,,,,,,,,,,,,,
29,LARM,-0.221,29,,,4-10,-0.319,32,-0.022,15,0.076,2,15,2016,-0.234,30,,,,,,,,,,,,,,
30,HOU,-0.230,30,,,8-6,-0.194,31,-0.033,13,-0.069,31,15,2016,-0.226,29,,,,,,,,,,,,,,
31,NYJ,-0.359,31,,,4-10,-0.182,30,0.103,26,-0.074,32,15,2016,-0.383,31,,,,,,,,,,,,,,
32,CLE,-0.384,32,,,0-14,-0.147,29,0.196,32,-0.041,29,15,2016,-0.396,32,,,,,,,,,,,,,,
1,DAL,0.237,1,,,13-2,0.228,2,0.002,18,0.011,12,16,2016,0.286,2,,,,,,,,,,,,,,
2,NE,0.234,2,,,13-2,0.181,3,-0.023,16,0.029,7,16,2016,0.313,1,,,,,,,,,,,,,,
3,PIT,0.192,3,,,10-5,0.137,9,-0.052,9,0.004,14,16,2016,0.243,3,,,,,,,,,,,,,,
4,ATL,0.181,4,,,10-5,0.248,1,0.090,27,0.023,8,16,2016,0.185,4,,,,,,,,,,,,,,
5,PHI,0.131,5,,,6-9,-0.059,20,-0.106,5,0.084,1,16,2016,0.063,14,,,,,,,,,,,,,,
6,GB,0.124,6,,,9-6,0.153,6,0.010,19,-0.018,21,16,2016,0.138,7,,,,,,,,,,,,,,
7,KC,0.119,8,,,11-4,0.018,13,-0.044,12,0.057,3,16,2016,0.174,5,,,,,,,,,,,,,,
8,OAK,0.106,7,,,12-3,0.148,7,0.052,22,0.010,13,16,2016,0.089,11,,,,,,,,,,,,,,
9,WAS,0.104,12,,,8-6-2001,0.177,4,0.075,25,0.002,15,16,2016,0.135,8,,,,,,,,,,,,,,
10,SEA,0.094,9,,,9-5-2001,-0.030,18,-0.111,4,0.013,9,16,2016,0.066,13,,,,,,,,,,,,,,
11,BAL,0.091,10,,,8-7,-0.081,23,-0.129,3,0.043,6,16,2016,0.157,6,,,,,,,,,,,,,,
12,NYG,0.077,11,,,10-5,-0.061,21,-0.139,2,0.000,16,16,2016,0.108,10,,,,,,,,,,,,,,
13,BUF,0.043,15,,,7-8,0.141,8,0.073,24,-0.024,25,16,2016,0.034,17,,,,,,,,,,,,,,
14,TEN,0.036,13,,,8-7,0.119,10,0.069,23,-0.013,19,16,2016,0.117,9,,,,,,,,,,,,,,
15,MIA,0.022,19,,,10-5,0.004,14,-0.007,17,0.012,11,16,2016,0.059,15,,,,,,,,,,,,,,
16,NO,0.020,17,,,7-8,0.173,5,0.126,29,-0.027,27,16,2016,0.048,16,,,,,,,,,,,,,,
17,DEN,0.019,14,,,8-7,-0.127,28,-0.164,1,-0.019,22,16,2016,-0.069,24,,,,,,,,,,,,,,
18,SD,-0.004,16,,,5-10,-0.054,19,-0.083,7,-0.033,28,16,2016,-0.042,21,,,,,,,,,,,,,,
19,TB,-0.005,18,,,8-7,-0.022,16,-0.033,14,-0.016,20,16,2016,0.080,12,,,,,,,,,,,,,,
20,CIN,-0.012,20,,,5-9-2001,0.031,12,0.016,20,-0.026,26,16,2016,-0.029,20,,,,,,,,,,,,,,
21,ARI,-0.034,25,,,6-8-2001,-0.073,22,-0.102,6,-0.063,30,16,2016,-0.057,23,,,,,,,,,,,,,,
22,CHI,-0.037,21,,,3-12,-0.007,15,0.027,21,-0.003,17,16,2016,-0.013,19,,,,,,,,,,,,,,
23,MIN,-0.041,22,,,7-8,-0.115,26,-0.062,8,0.012,10,16,2016,-0.131,26,,,,,,,,,,,,,,
24,IND,-0.049,24,,,7-8,0.031,11,0.130,30,0.050,4,16,2016,0.031,18,,,,,,,,,,,,,,
25,CAR,-0.055,23,,,6-9,-0.086,25,-0.051,10,-0.020,23,16,2016,-0.056,22,,,,,,,,,,,,,,
26,JAC,-0.101,27,,,3-12,-0.120,27,-0.042,13,-0.023,24,16,2016,-0.089,25,,,,,,,,,,,,,,
27,DET,-0.155,26,,,9-6,-0.023,17,0.176,32,0.044,5,16,2016,-0.161,27,,,,,,,,,,,,,,
28,SF,-0.210,28,,,2-13,-0.083,24,0.116,28,-0.012,18,16,2016,-0.213,28,,,,,,,,,,,,,,
29,HOU,-0.231,30,,,9-6,-0.209,30,-0.048,11,-0.069,31,16,2016,-0.236,29,,,,,,,,,,,,,,
30,LARM,-0.242,29,,,4-11,-0.342,32,-0.024,15,0.076,2,16,2016,-0.287,30,,,,,,,,,,,,,,
31,CLE,-0.350,32,,,1-14,-0.149,29,0.167,31,-0.033,29,16,2016,-0.364,31,,,,,,,,,,,,,,
32,NYJ,-0.381,31,,,4-11,-0.217,31,0.085,26,-0.079,32,16,2016,-0.429,32,,,,,,,,,,,,,,
1,NE,0.251,,,,14-2,0.212,2,-0.016,16,0.023,8,17,2016,0.325,1,0.305,6,11.9,3,-0.085,32,12.8,1,0.127,17,,,,
2,DAL,0.240,,,,13-3,0.202,3,-0.022,14,0.016,9,17,2016,0.252,3,0.225,26,12.3,1,0.015,8,11,2,0.063,4,,,,
3,ATL,0.239,,,,11-5,0.251,1,0.036,19,0.025,7,17,2016,0.264,2,0.242,22,12.3,2,-0.004,21,10.9,3,0.079,8,,,,
4,PIT,0.156,,,,11-5,0.127,8,-0.030,11,-0.001,16,17,2016,0.202,4,0.163,7,10,4,0.005,16,9.9,5,0.241,32,,,,
5,KC,0.135,,,,12-4,0.031,13,-0.026,13,0.078,1,17,2016,0.167,5,0.128,5,9.7,7,-0.012,24,10.1,4,0.148,22,,,,
6,PHI,0.133,,,,7-9,-0.052,20,-0.110,4,0.075,2,17,2016,0.077,10,0.101,23,9.7,6,0.064,1,9,10,0.152,24,,,,
7,GB,0.110,,,,10-6,0.166,4,0.038,21,-0.019,21,17,2016,0.144,6,0.103,10,9.6,9,0.009,10,9.1,8,0.135,18,,,,
8,NYG,0.094,,,,11-5,-0.057,21,-0.139,3,0.012,11,17,2016,0.134,7,0.053,20,9.8,5,0.032,4,8.8,11,0.024,1,,,,
9,WAS,0.089,,,,8-7-2001,0.155,5,0.070,25,0.004,13,17,2016,0.109,9,0.045,16,9.6,8,0.048,3,8.3,18,0.104,14,,,,
10,OAK,0.076,,,,12-4,0.128,7,0.056,24,0.003,14,17,2016,0.046,13,0.057,15,8.7,14,0.011,9,8.8,12,0.091,9,,,,
11,SEA,0.075,,,,10-5-2001,-0.025,16,-0.101,5,-0.001,15,17,2016,0.036,15,0.105,1,9,12,-0.040,27,9.8,6,0.176,30,,,,
12,BAL,0.072,,,,8-8,-0.072,23,-0.095,6,0.049,4,17,2016,0.116,8,0.061,18,9.1,11,0.008,11,8.6,13,0.147,21,,,,
13,ARI,0.046,,,,7-8-2001,-0.062,22,-0.171,2,-0.063,30,17,2016,0.037,14,0.078,2,8.1,18,-0.045,30,9.4,7,0.146,20,,,,
14,CIN,0.032,,,,6-9-2001,0.073,11,0.014,18,-0.027,28,17,2016,0.050,12,0.020,3,7.8,19,0.005,15,8.3,19,0.098,11,,,,
15,DEN,0.029,,,,9-7,-0.120,28,-0.172,1,-0.023,24,17,2016,-0.005,19,0.036,8,8.4,17,0.030,5,9.1,9,0.112,16,,,,
16,NO,0.022,,,,7-9,0.152,6,0.104,28,-0.026,27,17,2016,0.022,17,0.054,25,9.2,10,0.007,13,8.3,17,0.050,2,,,,
17,TEN,0.020,,,,9-7,0.108,9,0.076,26,-0.011,19,17,2016,0.062,11,0.082,31,8.5,16,-0.058,31,8.1,20,0.105,15,,,,
18,MIN,0.012,,,,8-8,-0.097,26,-0.094,7,0.015,10,17,2016,-0.065,22,0.039,11,8.9,13,0.001,17,8.6,14,0.158,26,,,,
19,BUF,-0.007,,,,7-9,0.105,10,0.094,27,-0.019,22,17,2016,-0.027,20,0.021,13,7.2,21,-0.044,29,8.5,15,0.173,28,,,,
20,MIA,-0.014,,,,10-6,0.015,14,0.038,20,0.008,12,17,2016,-0.027,21,0.014,29,8.6,15,-0.041,28,7.5,24,0.202,31,,,,
21,SD,-0.019,,,,5-11,-0.033,18,-0.063,9,-0.048,29,17,2016,-0.067,23,-0.023,28,6.8,23,-0.003,20,7.7,21,0.053,3,,,,
22,TB,-0.030,,,,9-7,-0.039,19,-0.028,12,-0.018,20,17,2016,0.016,18,-0.057,21,7.2,20,0.024,7,7.6,23,0.153,25,,,,
23,IND,-0.056,,,,8-8,0.033,12,0.130,29,0.041,5,17,2016,0.022,16,-0.039,24,6.8,22,-0.039,26,8.5,16,0.146,19,,,,
24,CAR,-0.063,,,,6-10,-0.083,25,-0.044,10,-0.025,25,17,2016,-0.073,24,-0.092,4,6.6,24,0.025,6,7.1,25,0.094,10,,,,
25,CHI,-0.088,,,,3-13,-0.028,17,0.054,22,-0.006,18,17,2016,-0.091,25,-0.100,19,6.1,25,-0.001,19,4.7,28,0.149,23,,,,
26,DET,-0.112,,,,9-7,-0.007,15,0.140,31,0.035,6,17,2016,-0.130,27,-0.100,12,6,26,0.000,18,7.7,22,0.101,12,,,,
27,JAX,-0.117,,,,3-13,-0.115,27,-0.021,15,-0.023,23,17,2016,-0.098,26,-0.098,27,5.2,27,-0.016,25,5.8,27,0.065,5,,,,
28,HOU,-0.195,,,,9-7,-0.211,30,-0.080,8,-0.065,31,17,2016,-0.174,28,-0.165,17,5.1,28,0.007,12,6.5,26,0.073,6,,,,
29,SF,-0.215,,,,2-14,-0.073,24,0.140,30,-0.003,17,17,2016,-0.208,29,-0.234,32,4.4,31,-0.009,22,3.9,30,0.103,13,,,,
30,LAR,-0.295,,,,4-12,-0.381,32,-0.015,17,0.071,3,17,2016,-0.381,32,-0.262,14,4.6,29,-0.010,23,3.3,32,0.159,27,,,,
31,CLE,-0.325,,,,1-15,-0.136,29,0.164,32,-0.025,26,17,2016,-0.299,30,-0.405,30,1.3,32,0.060,2,3.3,31,0.076,7,,,,
32,NYJ,-0.345,,,,5-11,-0.223,31,0.054,23,-0.068,32,17,2016,-0.372,31,-0.363,9,4.4,30,0.005,14,4.4,29,0.174,29,,,,
1,LARM,0.996,,12.00%,5,1-0,0.200,9,-0.677,2,0.120,1,1,2017,,,,,,,,,,,,,,,,
2,BAL,0.829,,11.50%,7,1-0,-0.125,22,-0.946,1,0.008,15,1,2017,,,,,,,,,,,,,,,,
3,BUF,0.687,,-3.80%,19,1-0,0.270,6,-0.482,3,-0.064,27,1,2017,,,,,,,,,,,,,,,,
4,KC,0.642,,7.90%,10,1-0,0.743,1,0.054,17,-0.046,26,1,2017,,,,,,,,,,,,,,,,
5,CAR,0.559,,8.40%,8,1-0,0.082,17,-0.448,4,0.029,9,1,2017,,,,,,,,,,,,,,,,
6,DAL,0.481,,16.40%,3,1-0,0.223,8,-0.165,10,0.092,3,1,2017,,,,,,,,,,,,,,,,
7,PIT,0.479,,25.70%,1,1-0,0.252,7,-0.186,9,0.041,8,1,2017,,,,,,,,,,,,,,,,
8,DET,0.392,,5.40%,13,1-0,0.104,15,-0.297,6,-0.009,19,1,2017,,,,,,,,,,,,,,,,
9,ATL,0.359,,6.70%,11,1-0,0.389,3,0.058,18,0.027,10,1,2017,,,,,,,,,,,,,,,,
10,GB,0.347,,15.80%,4,1-0,0.134,13,-0.238,7,-0.026,24,1,2017,,,,,,,,,,,,,,,,
11,JAC,0.332,,-6.00%,21,1-0,0.119,14,-0.367,5,-0.154,30,1,2017,,,,,,,,,,,,,,,,
12,PHI,0.241,,5.70%,12,1-0,-0.030,20,-0.201,8,0.070,4,1,2017,,,,,,,,,,,,,,,,
13,MIN,0.160,,-1.00%,16,1-0,0.386,4,0.207,24,-0.019,23,1,2017,,,,,,,,,,,,,,,,
14,OAK,0.152,,8.30%,9,1-0,0.394,2,0.291,30,0.049,6,1,2017,,,,,,,,,,,,,,,,
15,TEN,0.052,,-0.80%,15,0-1,0.370,5,0.285,29,-0.033,25,1,2017,,,,,,,,,,,,,,,,
16,MIA,0.000,,-4.70%,20,0-0,0.000,18,0.000,13,0.000,16,1,2017,,,,,,,,,,,,,,,,
16,TB,0.000,,-7.40%,24,0-0,0.000,18,0.000,13,0.000,16,1,2017,,,,,,,,,,,,,,,,
18,LACH,-0.010,,-2.00%,18,0-1,0.097,16,-0.097,11,-0.204,31,1,2017,,,,,,,,,,,,,,,,
19,DEN,-0.046,,-6.40%,22,1-0,-0.035,21,0.033,15,0.022,12,1,2017,,,,,,,,,,,,,,,,
20,CHI,-0.096,,-6.60%,23,0-1,0.162,10,0.271,27,0.013,13,1,2017,,,,,,,,,,,,,,,,
21,WAS,-0.233,,-1.80%,17,0-1,-0.174,24,0.047,16,-0.012,21,1,2017,,,,,,,,,,,,,,,,
22,NO,-0.251,,-10.50%,27,0-1,0.150,11,0.463,31,0.061,5,1,2017,,,,,,,,,,,,,,,,
23,SEA,-0.299,,11.90%,6,0-1,-0.255,26,0.138,21,0.094,2,1,2017,,,,,,,,,,,,,,,,
24,NE,-0.457,,19.30%,2,0-1,0.139,12,0.639,32,0.044,7,1,2017,,,,,,,,,,,,,,,,
25,NYG,-0.494,,0.90%,14,0-1,-0.201,25,0.285,28,-0.008,18,1,2017,,,,,,,,,,,,,,,,
26,HOU,-0.529,,-14.20%,28,0-1,-0.401,28,0.151,22,0.023,11,1,2017,,,,,,,,,,,,,,,,
27,CLE,-0.550,,-21.90%,31,0-1,-0.138,23,0.185,23,-0.228,32,1,2017,,,,,,,,,,,,,,,,
28,ARI,-0.612,,-10.30%,26,0-1,-0.350,27,0.135,20,-0.128,28,1,2017,,,,,,,,,,,,,,,,
29,SF,-0.650,,-19.30%,30,0-1,-0.564,30,0.096,19,0.010,14,1,2017,,,,,,,,,,,,,,,,
30,NYJ,-0.680,,-23.60%,32,0-1,-0.457,29,0.210,25,-0.013,22,1,2017,,,,,,,,,,,,,,,,
31,CIN,-1.001,,-9.30%,25,0-1,-1.051,32,-0.061,12,-0.011,20,1,2017,,,,,,,,,,,,,,,,
32,IND,-1.192,,-18.10%,29,0-1,-0.793,31,0.262,26,-0.137,29,1,2017,,,,,,,,,,,,,,,,
1,BAL,0.745,2,17.80%,2,2-0,0.029,16,-0.708,1,0.008,15,2,2017,,,,,,,,,,,,,,,,
2,KC,0.564,4,12.60%,6,2-0,0.575,1,0.021,16,0.010,14,2,2017,,,,,,,,,,,,,,,,
3,PIT,0.519,7,29.00%,1,2-0,0.269,6,-0.200,6,0.050,8,2,2017,,,,,,,,,,,,,,,,
4,DET,0.506,8,11.40%,8,2-0,0.077,13,-0.295,4,0.133,1,2,2017,,,,,,,,,,,,,,,,
5,CAR,0.424,5,9.40%,9,2-0,-0.082,22,-0.464,2,0.042,11,2,2017,,,,,,,,,,,,,,,,
6,TB,0.370,16,-0.50%,17,1-0,0.080,12,-0.230,5,0.060,5,2,2017,,,,,,,,,,,,,,,,
7,OAK,0.369,14,13.40%,4,2-0,0.486,2,0.161,27,0.044,9,2,2017,,,,,,,,,,,,,,,,
8,TEN,0.356,15,6.00%,13,1-1,0.400,3,0.088,22,0.044,10,2,2017,,,,,,,,,,,,,,,,
9,ATL,0.292,9,8.60%,11,2-0,0.362,4,0.122,23,0.051,7,2,2017,,,,,,,,,,,,,,,,
10,LARM,0.274,1,7.30%,12,1-1,0.027,17,-0.191,7,0.057,6,2,2017,,,,,,,,,,,,,,,,
11,BUF,0.214,3,-5.20%,20,1-1,-0.051,20,-0.326,3,-0.061,26,2,2017,,,,,,,,,,,,,,,,
12,DEN,0.186,19,-1.60%,18,2-0,0.160,9,-0.121,9,-0.095,28,2,2017,,,,,,,,,,,,,,,,
13,LACH,0.102,18,0.40%,16,0-2,0.258,7,-0.054,13,-0.209,32,2,2017,,,,,,,,,,,,,,,,
14,GB,0.074,10,12.40%,7,1-1,0.121,11,0.043,19,-0.004,18,2,2017,,,,,,,,,,,,,,,,
